認証番号,店名,住所,更新日,townid,geo3x3
2075,カラオケスナック 恋月夜,福井県小浜市小浜白鬚37 D-1ビル4F,2021-08-11,E91384437379,E91384437379
2076,居酒屋 秀,福井県小浜市府中15-13,2021-08-11,E9138443828,E9138443827215
2078,料亭 京家,福井県福井市越前市天王町2-6,2021-08-11,,E9138498813953
2079,WAびすとろ 華むら,福井県福井市大町16字古川210-1,2021-08-11,E9138736176,E9138736177669
2083,花城 与三郎寿司,福井県敦賀市松島130-170-12,2021-08-11,E9138467716,E9138467715113
2085,松田屋,福井県福井市日之出1-17-22,2021-08-11,E91387367221,E9138736487941
2088,くら・蔵,福井県大飯郡高浜町宮崎第77-1-8 若狭高浜駅内,2021-08-11,E91376636981,E9137663697845
2089,カフェダイニング 香桜里,福井県敦賀市沓見137-8-16,2021-08-11,E91384833,E9138459673545
2091,はるむに 二の宮店,福井県福井市二の宮3-5-1,2021-08-11,E9138736775,E9138736771839
2093,大黒食堂,福井県越前市粟田部町中央2-908,2021-08-11,E9138499768,E9138499871634
2096,ホテル 若杉本館,福井県小浜市駅前町7-16,2021-08-11,E9138443736,E9138443736854
2097,ハニー&クローバー アカデミア店,福井県福井市菅谷1-1-22 福井アカデミアホテル1F,2021-08-11,E9138735919,E9138735927711
2098,酒屋 哲ちゃん,福井県敦賀市本町1-4-13 カワセビル1F,2021-08-11,E91384677323,E91384677323
2101,イルマーレ,福井県大飯郡高浜町畑11-15-4,2021-08-11,E913766367,E9137663913549
2102,ニシムラカフェ 本店,福井県福井市経田2-101,2021-08-11,E9138736778,E9138736779172
2103,カフェ・アルカンシェル,福井県小浜市府中8-23,2021-08-11,E9138443828,E9138443827477
2105,Sea of JAPAN 彩波,福井県敦賀市若葉町1-1531,2021-08-11,E9138467441,E9138467441452
2107,モスバーガー 小浜店,福井県小浜市大手町5-3,2021-08-11,E9138443739,E9138443739744
2108,モスバーガー 敦賀店,福井県敦賀市木崎13-28,2021-08-11,E913845966,E9138459669287
2109,勝山温泉センター 水芭蕉,福井県勝山市村岡町浄土寺30-11,2021-08-11,E913881691,E9138816863835
2110,麺匠 かぐや,福井県敦賀市呉竹町2-5-25-1,2021-08-11,E9138467476,E9138467476193
2111,寿し辰,福井県敦賀市白銀町7-18,2021-08-11,E9138467495,E9138467495672
2112,ユトリ珈琲店 アル・プラザ敦賀店,福井県敦賀市白銀町11-5,2021-08-11,E9138467495,E9138467495793
2115,蕎麦 天ぷら 海鮮 すずや,福井県敦賀市白銀町1-22,2021-08-11,E9138467495,E9138467496261
2120,マクドナルド 鯖江神明店,福井県鯖江市幸町2-5-28,2021-08-11,E9138732595,E9138732595885
2122,スナック喫茶 トーヨー,福井県福井市日之出1-13-1,2021-08-11,E91387367221,E9138736722542
2123,居酒屋 どっとこむ 丸岡店,福井県坂井市丸岡町一本田五字北尻64,2021-08-11,E9138739834,E9138739834
2126,Cafe.de.George SAND,福井県坂井市春江町針原21-49-7 Kテナントビル,2021-08-11,E913873862,E9138738625357
2127,つるき 宝永支店,福井県福井市宝永1-14-22,2021-08-11,E91387367267,E9138736728331
2128,レストラン 菊水,福井県大飯郡高浜町宮崎86-48-1,2021-08-11,E91376636981,E9137663923224
2130,８番らーめん 松島店,福井県敦賀市呉竹町2-13-20,2021-08-11,E9138467476,E9138467476571
2132,しもうしろ 魚清,福井県勝山市本町2-6-3,2021-08-11,E91388165847,E9138816584734
2133,カラオケ喫茶 スナック 美南,福井県福井市高木中央1-3102,2021-08-11,E9138739123,E9138736797511
2135,カラオケ居酒屋 せん,福井県鯖江市吉江町15-72-6,2021-08-11,E9138732828,E9138732828688
2136,日本料理 魚ほか,福井県越前市神明町1-41,2021-08-11,E91384988133,E9138498821414
2137,カレーハウス CoCo壱番屋 鯖江有定町店,福井県鯖江市有定町3-501,2021-08-11,E9138732286,E9138732286525
2138,福乃家,福井県あわら市温泉5-303,2021-08-11,E91387626797,E9138762678645
2140,激盛らーめん ゴリラ屋,福井県福井市文京4-2-3,2021-08-11,E9138735965,E9138735963488
2141,レストラン ふくしん,福井県福井市高木中央1-205,2021-08-11,E9138739123,E9138739123937
2144,嵯峨,福井県三方郡美浜町日向61-1-155,2021-08-11,E913845729,E9138458124412
2146,石挽きそば 好太郎,福井県勝山市鹿谷町保田98-7-2,2021-08-11,E913881592,E9138816718845
2152,どんと屋,福井県敦賀市蓬莱町14-16,2021-08-11,E9138467737,E9138467726946
2153,焼肉 食道園,福井県敦賀市津内町1-14-7,2021-08-11,E91384677312,E9138467731215
2154,気軽に和食 はせや,福井県福井市経田2-301-2 フェルティビル1F 102,2021-08-11,E9138736778,E9138736778169
2156,エルマノ,福井県福井市西谷2-2703,2021-08-11,E9138735623,E9138735625386
2157,カラオケ喫茶 どれみ,福井県越前市国府2-5-2,2021-08-11,E91384988433,E9138498819574
2158,塩荘 すずかけ亭,福井県敦賀市衣掛町502,2021-08-11,E9138467436,E9138467439112
2159,ダイニング しおそう 本店,福井県敦賀市衣掛町502,2021-08-11,E9138467436,E9138467439112
2160,カルビ大将 敦賀若葉店,福井県敦賀市若葉町2-1407,2021-08-11,E9138467417,E9138467417794
2161,土の駅 今庄,福井県南条郡南越前町湯尾96-19,2021-08-11,E913849552,E9138495623768
2162,横浜家系ラーメン 風神家 福井本店,福井県福井市二の宮5-18-24,2021-08-11,E91387359943,E9138735998142
2164,秋吉 敦賀本町店,福井県敦賀市本町1-9-18,2021-08-11,E91384677323,E9138467732931
2165,焼肉BEER苑 なかや,福井県あわら市自由ヶ丘2-4-20,2021-08-11,E9138763468,E9138763468515
2166,幸鮨,福井県越前市幸町5-8,2021-08-11,E91384988168,E9138498816756
2167,郷土料理 ときわ,福井県大野市元町5-18,2021-08-11,E9138813814,E9138813814468
2168,餐坊食堂,福井県あわら市吉崎1-101-1,2021-08-11,E913876628,E9138766524772
2169,らーめん世界 敦賀店,福井県敦賀市木崎20向河原1-1,2021-08-11,E913845966,E9138459693342
2170,インドネパール料理店 サプナ,福井県鯖江市水落町1-14-13,2021-08-11,E913873261,E9138732526859
2172,軽食喫茶 翌檜,福井県敦賀市元比田堂の上10-16,2021-08-11,E913849197,E913849197
2173,のり平,福井県小浜市生守44-3,2021-08-11,E913844357,E9138443581726
2176,さんじゅうや,福井県敦賀市本町1-13-3,2021-08-11,E91384677323,E9138467732272
2180,海鮮アトム 勝山店,福井県勝山市長山町2-7-20,2021-08-11,E9138816829,E9138816829276
2184,YAYAMARU CAFÉ,福井県福井市大宮5-6-18,2021-08-11,E9138735959,E9138735959743
2185,ペンションUPO,福井県勝山市村岡町栃神谷11-6-1,2021-08-11,E913882711,E9138819323671
2186,ばんこ旅館,福井県坂井市三国町宿3-7-25,2021-08-11,E913876242,E9138762475573
2187,料理旅館 ふくや,福井県坂井市三国町緑ヶ丘4-1-46,2021-08-11,E913876242,E9138762492715
2188,レストラン 神明苑,福井県鯖江市神明町2-8-4 三六温泉 神明苑内,2021-08-11,E9138732593,E9138732592383
2190,三幸,福井県福井市御幸3-1109,2021-08-11,E9138736492,E9138736492488
2192,料亭 播磨,福井県小浜市小浜香取3,2021-08-11,E91384437255,E9138443725521
2196,美前屋,福井県三方上中郡若狭町常神1-59,2021-08-11,E91384574,E9138457456385
2197,お食事 伸,福井県大飯郡おおい町本郷137-7-1,2021-08-11,E913844165,E9138441673815
2198,焼肉・海鮮 まるや,福井県大飯郡おおい町本郷154-1-8,2021-08-11,E913844165,E9138441676738
2200,マクドナルド 鯖江神明店,福井県鯖江市幸町2-5-28,2021-08-11,E9138732595,E9138732595885
2204,Lounge TEXAS,福井県小浜市小浜酒井1-83,2021-08-11,E91384437386,E9138443738653
2206,ふぐ料理の宿 さいば,福井県小浜市阿納12-73,2021-08-11,E913844637,E9138446381732
2207,ソニョーポリ,福井県敦賀市金ケ崎町4-1 赤レンガ倉庫,2021-08-11,E913846776,E9138467763439
2208,越石亭,福井県福井市東郷二ケ町27-12,2021-08-11,E9138736341,E9138736318491
2209,東喜家,福井県吉田郡永平寺町志比24-6,2021-08-11,E91388146,E9138814671549
2210,炭火焼肉 つよし,福井県福井市板垣1-525 サンパーラ板垣ビル,2021-08-11,E9138736455,E9138736455699
2213,お座敷カフェ なかがわ,福井県福井市両橋屋町23-40,2021-08-11,E9138737585,E9138737587522
2217,白龍亭,福井県小浜市駅前町4-45,2021-08-11,E9138443736,E9138443735886
2218,お食事処 はまがわ,福井県小浜市駅前町7-3,2021-08-11,E9138443736,E9138443736845
2219,和洋膳 茶の花,福井県越前市押田1-4-11,2021-08-11,E9138498839,E9138498839995
2221,旬菜ダイニングバー Veggies,福井県福井市二の宮4-4-4,2021-08-11,E9138735996,E9138735992668
2222,隠し蔵,福井県大飯郡高浜町宮崎75-6-5,2021-08-11,E91376636981,E9137663931617
2223,とんぼ,福井県坂井市三国町運動公園2-1201,2021-08-11,E913876242,E9138762731145
2226,ロッキンバーグマン,福井県大飯郡おおい町野尻21-28-1,2021-08-11,E913844138,E9138441378891
2227,きよしや,福井県三方上中郡若狭町遊子11-10,2021-08-11,E913845723,E9138457239153
2228,焼肉酒場 まるこめ,福井県福井市二の宮4-26-24,2021-08-11,E9138735996,E9138736774429
2233,ふる屋,福井県南条郡南越前町今庄83-3-1,2021-08-11,E913849533,E9138495352278
2234,炙り厨房 こんろ家 福井小浜店,福井県小浜市駅前町2-8 おおきどビル1F,2021-08-11,E9138443736,E9138443736744
2235,龍宮園,福井県鯖江市小泉町26-7,2021-08-11,E913873254,E9138732547825
2237,はなひらく,福井県福井市大手3-12-20 ホテルフジタ2F,2021-08-11,E9138736712,E9138736712462
2238,浜料理 うおすき,福井県敦賀市松葉町33-3-2,2021-08-11,E9138459933,E9138459932344
2239,居酒屋 寿達富,福井県越前市文京1-6-32,2021-08-11,E9138498571,E9138498571812
2240,うたごえ喫茶 ロッジ,福井県福井市三万谷町67-34,2021-08-11,E913881179,E9138814163111
2241,カフェ＆レストラン ネヌファ,福井県南条郡南越前町湯尾19-23-3,2021-08-11,E913849552,E9138495646177
2242,洋菜酒場 マンモス,福井県小浜市小浜酒井1-23,2021-08-11,E91384437386,E9138443738694
2243,千成そば,福井県敦賀市野神43-3,2021-08-11,E9138467454,E9138467447185
2245,御料理 一燈,福井県福井市春山2-1-7,2021-08-11,E91387367147,E9138736714435
2247,お料理 やそはち,福井県越前市不老町16-15,2021-08-11,E913849981,E9138499817943
2250,マクドナルド 福井南ワイプラザ店,福井県福井市羽水2-717,2021-08-11,E9138736425,E9138736426287
2254,居酒屋 雅,福井県吉田郡永平寺町松岡平成191-8,2021-08-11,E91387393828,E9138739382432
2257,めん工房 きふね,福井県勝山市旭町2-755,2021-08-11,E9138816568,E9138816569422
2258,マクドナルド 大野ヴィオ店,福井県大野市鍬掛17-17-1,2021-08-11,E913881348,E9138813483919
2259,鶏っぷ 別邸,福井県鯖江市有定町2-3-2,2021-08-11,E9138732283,E9138732283531
2260,ダイニング 梵亭,福井県坂井市春江町随応寺114,2021-08-11,E9138739445,E9138739446774
2261,御鷹亭,福井県南条郡南越前町東大道12-16-6,2021-08-11,E9138495949,E9138495975524
2262,カフェ・レストラン オレンジ,福井県あわら市大溝2-31-1,2021-08-11,E9138763443,E9138763427991
2263,レストラン アルタ,福井県福井市羽水3-104,2021-08-11,E9138736423,E9138736423754
2266,四季旬菜 川甚,福井県あわら市二面1-906,2021-08-11,E913876292,E9138762687562
2267,喫茶 カラオケ 舞,福井県坂井市春江町藤鷲塚39-14-1 堀川ビル201,2021-08-11,E9138739477,E9138739477
2268,永平寺 胡麻豆腐の里,福井県吉田郡永平寺町荒谷24-7-1,2021-08-11,E913881483,E9138814823575
2269,マクドナルド 花堂店,福井県福井市花堂中2-27-8,2021-08-11,E9138735633,E9138735633351
2270,マクドナルド 8号線丸岡店,福井県坂井市丸岡町朝陽2-204-1,2021-08-11,E91387398627,E9138739862849
2271,マクドナルド 西鯖江店,福井県鯖江市有定町1-1010,2021-08-11,E9138732291,E9138732283978
2272,本手打 今庄そば ふる里,福井県越前市東千福町17-7,2021-08-11,E9138498493,E9138498469968
2275,マクドナルド 武生シピィ店,福井県越前市新町2-17-2,2021-08-11,E9138498734,E9138498738465
2278,喫茶 バロック,福井県大野市陽明町1-1109,2021-08-11,E9138813819,E9138813819751
2279,生そば 新保屋 三国店,福井県坂井市三国町山王2-9-39,2021-08-11,E913876242,E9138762462112
2280,新日本海フェリー敦賀支店レストラン Pont de Glace,福井県敦賀市鞠山95-4 ターミナル2F,2021-08-11,E913846787,E9138467798859
2281,マクドナルド 若杉店,福井県福井市若杉4-710,2021-08-11,E9138735596,E9138735674161
2284,マクドナルド 鯖江アルプラザ店,福井県鯖江市下河端町16字下町16-1,2021-08-11,E9138732654,E9138732648133
2289,魚七,福井県勝山市荒土町松田30-20,2021-08-11,E9138816758,E9138816758377
2295,リゾートイン キシモト,福井県大飯郡高浜町薗部61-5,2021-08-11,E913844171,E9138441711913
2296,長谷川,福井県あわら市二面48-14,2021-08-11,E913876292,E9138762913581
2299,民宿 品野,福井県丹生郡越前町厨7-30-1,2021-08-11,E913848988,E9138723215734
2300,スナック ちとせ,福井県小浜市大手町9-2,2021-08-11,E9138443739,E9138443762362
2301,うらたに旅館,福井県小浜市宇久6-9,2021-08-11,E913844566,E9138446515638
2303,喫茶 津室,福井県吉田郡永平寺町東古市13-26,2021-08-11,E9138817218,E9138817217672
2304,手打ちそば 五郎兵衛,福井県小浜市加斗29-1-1,2021-08-11,E913844246,E9138442575518
2310,演歌練場 街角,福井県福井市幾久町8-3,2021-08-11,E91387367821,E9138736782119
2318,やきとり あきお,福井県福井市文京2-2-15,2021-08-11,E9138736745,E9138736745126
2319,希林館,福井県福井市大宮1-7-2,2021-08-11,E9138736781,E9138736781243
2322,食彩 ごえん,福井県小浜市小浜日吉57-2,2021-08-11,E91384437374,E9138443737721
2323,シルク du カフェ,福井県大野市元町9-22,2021-08-11,E9138813814,E9138813814562
2324,蕎麦花亭,福井県勝山市旭町1-3-17,2021-08-11,E9138816591,E9138816592413
2326,いけす割烹 雅,福井県小浜市小浜香取107,2021-08-11,E91384437255,E9138443725919
2327,IZAKAYA DAI,福井県小浜市小浜広峰1-1,2021-08-11,E91384437623,E9138443738494
2328,イタリア料理 時代屋,福井県敦賀市本町1-7-35,2021-08-11,E91384677323,E9138467732361
2329,そば処 二男坊,福井県鯖江市吉江町512,2021-08-11,E9138732828,E9138732826177
2331,旬庵 きくら,福井県越前市押田1-2-27,2021-08-11,E9138498839,E9138498839891
2332,焼肉とレストラン 牛々亭,福井県福井市花堂南1-8-5,2021-08-11,E9138736177,E9138736177515
2333,Cat viIIage（キャットヴィレッジ）,福井県勝山市村岡町浄土寺38-12,2021-08-11,E913881691,E9138816863524
2336,カラオケスター welcome,福井県小浜市小浜白鳥27-3,2021-08-11,E9138443729,E9138443729235
2337,吾平,福井県越前市本多1-10-3,2021-08-11,E91384988184,E9138498818527
2339,金の鱗,福井県大飯郡高浜町紫水ケ丘1-1-80,2021-08-11,E91384417213,E9138441721362
2341,大戸屋ごはん処 福井月見店,福井県福井市月見1-12-26,2021-08-11,E91387364421,E9138736441254
2342,越前そば 大手門,福井県敦賀市呉竹町2-9-15,2021-08-11,E9138467476,E9138467479345
2344,フェイト,福井県福井市文京5-13-38 ハイシティ文京1F,2021-08-11,E9138735964,E9138735964671
2348,フランス料理 ル・サンオンズ,福井県敦賀市栄新町3-14,2021-08-11,E91384677392,E9138467739388
2349,御食事処 小ばやし,福井県敦賀市木崎23-6-3,2021-08-11,E913845966,E9138459693785
2351,江上鮮魚店,福井県大飯郡高浜町事代1-57,2021-08-11,E9137663939,E9137663935689
2352,食堂 えがみ,福井県大飯郡高浜町田ノ浦1-1 高浜発電所協力会社B棟1F,2021-08-11,E913766621,E9137666227511
2354,手作りパン＆自家焙煎 モントリオール,福井県福井市成和1-3109,2021-08-11,E9138736571,E9138736547549
2356,旬彩館 リ・メール,福井県敦賀市和久野7-21,2021-08-11,E9138467424,E9138467421756
2358,地鶏庵,福井県小浜市小浜広峰59,2021-08-11,E91384437623,E9138443738923
2362,新海寿司,福井県福井市西木田1-17-16,2021-08-11,E9138736471,E9138736471515
2365,天,福井県勝山市元町1-2-3,2021-08-11,E9138816588,E9138816587377
2367,つくも橋 ピリケン 本店,福井県福井市つくも1-5-28,2021-08-11,E9138735699,E9138735699485
2369,居酒屋 鮨太郎,福井県福井市日光2-25-7 吉川総業ビル,2021-08-11,E9138735952,E9138735928577
2371,にっこり亭,福井県大野市美里町616,2021-08-11,E9138813822,E9138813822969
2372,NIGHT SPACE 翠,福井県小浜市大手町3-1 小林ビル1F,2021-08-11,E9138443739,E9138443739
2376,喫茶 狩人,福井県福井市二の宮1-6-20,2021-08-11,E9138736785,E9138736785656
2377,カフェ チョコラータ,福井県福井市西方1-10-6,2021-08-11,E91387364673,E9138736468711
2378,Beer Café 麒麟,福井県大飯郡おおい町本郷144-18,2021-08-11,E913844165,E9138441685486
2381,Bunny Supertte,福井県大野市蕨生137-21-1,2021-08-11,E913882146,E9138821473532
2388,中村屋,福井県福井市足羽1-8-43,2021-08-11,E9138735695,E9138735695186
2389,まるちゅう 広田,福井県小浜市阿納7-48,2021-08-11,E913844637,E9138446381791
2394,エンドレスピース,福井県小浜市駅前町9-15 五番街ビル7F,2021-08-11,E9138443736,E9138443736
2398,あまごの宿,福井県勝山市野向町横倉56-35,2021-08-11,E91388195,E9138819534825
2401,民宿 村上,福井県小浜市西小川9-7,2021-08-11,E91384465,E9138446536713
2405,みんなのりびんぐ れもん,福井県福井市みのり4-14-8,2021-08-11,E9138735664,E9138735664156
2406,Rapture,福井県敦賀市本町1-9-15 UPビル2F,2021-08-11,E91384677323,E91384677323
2408,セーラ,福井県敦賀市本町1-5-8,2021-08-11,E91384677323,E9138467733134
2409,料理旅館 由幸,福井県大飯郡高浜町日引25-7,2021-08-11,E913766641,E9137665399699
2410,今庄そば,福井県福井市中央1-1-1 JR福井駅構内,2021-08-11,E9138736479,E9138736479699
2414,御園飯店,福井県鯖江市水落町8-6,2021-08-11,E913873261,E9138732529434
2417,ピザファーム キッチン,福井県勝山市片瀬町2-515,2021-08-11,E9138816648,E9138816647486
2419,喫茶 ウインディ,福井県大野市朝日35-3-5,2021-08-11,E913858884,E9138588815617
2420,うな雄,福井県坂井市春江町西長田47-24-4,2021-08-11,E913873895,E9138738956165
2421,カフェ プルミエ,福井県敦賀市金山72-3,2021-08-11,E913845961,E9138459621913
2422,秀寿司,福井県勝山市本町1-6-29,2021-08-11,E91388165796,E9138816579641
2424,醤じゃん,福井県敦賀市清水町1-18,2021-08-11,E9138467733,E9138467733911
2426,味彩,福井県大飯郡高浜町宮崎75 ホテルウェーブ1F,2021-08-11,E91376636981,E9137663931649
2427,魚中五,福井県勝山市元町2-2-3,2021-08-11,E9138816582,E9138816582673
2434,大野食堂,福井県大野市要町3-9,2021-08-11,E91388138178,E9138813817861
2435,ブラジリア,福井県福井市花堂南2-10-27,2021-08-11,E9138735399,E9138735632121
2436,おおもりや,福井県勝山市沢町2-7-27,2021-08-11,E91388168225,E9138816822521
2440,花鉢,福井県敦賀市昭和町2-10-2,2021-08-11,E9138467457,E9138467458775
2448,ウフポッシェ,福井県敦賀市本町1-10-30,2021-08-11,E91384677323,E9138467732595
2449,秋吉 中央店,福井県敦賀市昭和町1-7-2,2021-08-11,E9138467482,E9138467482425
2456,café & lunch ここる,福井県鯖江市桜町2-7-1 嚮陽会館内,2021-08-11,E9138732294,E9138732294238
2457,そば処 毘沙門,福井県吉田郡永平寺町松岡神明1-150,2021-08-11,E91388171156,E9138817115324
2458,喫茶 スリーム,福井県福井市二の宮4-26-14,2021-08-11,E9138735996,E9138735996636
2459,越前中華,福井県福井市乾徳2-5-6,2021-08-11,E9138735962,E9138735962374
2461,一品料理 長谷川,福井県大野市桜塚町1008,2021-08-11,E91388135588,E9138813558781
2464,小料理・お好焼 一文字,福井県大飯郡高浜町宮崎21-2,2021-08-11,E91376636981,E9137663931278
2468,喰いバル 大手町,福井県小浜市大手町5-20 七福タウン,2021-08-11,E9138443739,E9138443739787
2471,お食事＆喫茶 みのわ,福井県鯖江市二丁掛町1-6-35,2021-08-11,E9138732433,E9138732277414
2472,居酒屋 馬山,福井県敦賀市本町1-1-26,2021-08-11,E91384677323,E9138467733729
2480,そば処 裕心,福井県福井市若杉4-911,2021-08-11,E9138735596,E9138735593924
2481,いなだや,福井県丹生郡越前町織田42-甲6,2021-08-11,E913873142,E9138731424772
2487,本家,福井県丹生郡越前町玉川19-20,2021-08-11,E913872344,E9138723444889
2490,ホテル 赤星亭,福井県越前市小松2-3-22,2021-08-11,E9138498738,E9138498739518
2494,大衆酒場 M,福井県大飯郡高浜町畑11,2021-08-11,E913766367,E9137663913549
2498,ホテル フレアール和泉,福井県大野市下山63-2-24,2021-08-11,E91385887,E9138588794818
2499,ナイトイン Ｓ１ エスワン,福井県小浜市小浜竜田6,2021-08-11,E91384437381,E9138443738279
2500,歌志軒 福井店,福井県福井市花月5-1-37 サンピア花月1F,2021-08-11,E9138735929,E9138735929682
2503,ラーメン秦秦 高浜店,福井県大飯郡高浜町畑11-6-1,2021-08-11,E913766367,E9137663913617
2515,居酒屋 まごころ,福井県敦賀市白銀町1-20,2021-08-11,E9138467495,E9138467496265
2516,ステーキ宮 敦賀店,福井県敦賀市木崎5-19-2,2021-08-11,E913845966,E9138459666623
2517,ビストロ シャルム,福井県大野市陽明町3-401,2021-08-11,E9138813851,E9138813851847
2519,発酵薬膳料理 禅ZEN,福井県福井市文京2-17-34,2021-08-11,E9138736745,E9138736749541
2522,喫茶 茶味,福井県大野市蕨生136-6-1,2021-08-11,E913882146,E9138821472281
2529,焼肉 青龍,福井県大飯郡高浜町青戸3-1-84,2021-08-11,E913766357,E9138441812867
2543,アップルハウス,福井県小浜市福谷9-3,2021-08-11,E913844622,E9138446218798
2545,たかのつめ 3rd,福井県福井市二の宮1-12-6,2021-08-11,E9138736785,E9138736788237
2548,居酒屋 はるか,福井県勝山市郡町2-3-25,2021-08-11,E9138816852,E9138816828941
2555,徳兵衛の旬,福井県敦賀市若葉町1-1531 日本海さかな街内,2021-08-11,E9138467441,E9138467441427
2557,コーヒーレスト Fine,福井県大野市鍬掛17-17-1 VIO内,2021-08-11,E913881348,E9138813483963
2558,カラオケ・居酒屋 ポン・テリカ,福井県大飯郡高浜町和田136-5-1,2021-08-11,E913844173,E9138441739672
2569,与五郎,福井県三方上中郡若狭町常神1-34,2021-08-11,E91384574,E9138457456349
2576,ふぐ・海鮮料理の宿 もりした,福井県小浜市阿納12-65,2021-08-11,E913844637,E9138446381736
2581,蓬莱客館 あみや,福井県敦賀市蓬莱町14-9,2021-08-11,E9138467737,E9138467726958
2582,一品料理 やっこ,福井県小浜市大手町5-8,2021-08-11,E9138443739,E9138443739755
2583,スナック オーシャンビュー,福井県小浜市大手町5-8,2021-08-11,E9138443739,E9138443739755
2584,きね搗 どん太郎,福井県丹生郡越前町乙坂39-1 ホームセンターヤマキシ朝日店内,2021-08-11,E9138732751,E9138732753291
2598,初味寿司 呉服町店,福井県福井市順化2-27-4,2021-08-11,E91387359339,E9138735936255
2618,PROUDIA プラウディア,福井県大野市弥生町7-20 サミットビルPART2 2F,2021-08-11,E9138813813,E9138813813
2638,喫茶 ぶうめらん,福井県敦賀市神楽町2-6-15,2021-08-11,E91384677317,E9138467723697
2654,ラブコール,福井県大野市錦町8-4,2021-08-11,E9138813815,E9138813817692
2655,シェルルーム,福井県大野市弥生町7-20,2021-08-11,E9138813813,E9138813579899
2661,大野市健康保養施設 あっ宝んど,福井県大野市南新在家26-101,2021-08-11,E913881623,E9138816236412
2726,居酒屋 和火,福井県大野市茜町205,2021-08-11,E9138813469,E9138813469781
2778,豊萊園,福井県鯖江市丸山町2-5-10,2021-08-11,E9138732832,E9138732832845
2806,和伊和伊亭,福井県三方上中郡若狭町三宅93-4-1,2021-08-11,E913845137,E9138451614242
2807,angela,福井県福井市順化1-17-21 旭ビル1F,2021-08-11,E9138736711,E9138736714237
